sender,tweet_text,tweet_id
LaTerrazza,Come celebrate Dine Out 2017 with us. Three course menu for $40 #laterrazza #dineoutvancouver @DineOutVanFest https://t.co/4niPcCY0vi,822551058429997060
LaTerrazza,"Dine out Vancouver starts today and we are participating once again this year
#laterrazza #dineoutvancouver #vancou… https://t.co/KCqqpAvaLI",822550284534685696
TimberVancouver,@DineOutVanFest starts tonight and runs until Feb 5! Our $20 3-course menu starts at 5pm. No reservations. Details:… https://t.co/o2iK6zKBcu,822546357357543424
DunnsFamousBC,#DineOutVancouver starts today! Enjoy our $20&amp;$30 - 3 COURSE Set Menu! Make your reservation online at… https://t.co/B9xNa9QQXF,822546286519914496
TimberVancouver,"@DineOutVanFest starts tonight and runs until February 5! We won’t take reservations, the $20 3-course menu starts … https://t.co/1t7G0RIHs4",822545041998626817
FabFrugalVan,Boulevard Kitchen Exclusive Wine Events this Feb for @DineOutVanFest  &amp; @VanWineFest   https://t.co/BVxXFZT78o,822543027868762118
MilkComms,Forks at the ready🍴 @DineOutVanFest begins today! https://t.co/835km6938w https://t.co/aMTcflewT8,822542550460432385
cbcnewsbc,Over 50 chefs bring the goods at this charity communal soup event by @DineOutVanFest. Lunch is served at 12:30pm!… https://t.co/iysJM7LH3F,822539954379255808
WestEndBIA,The 15th annual @DineOutVanFest starts tonight at participating West End restaurants. https://t.co/CSlXgXo8WT #DOVF… https://t.co/smt6uiDRZl,822539949316644864
LammieLoves,@DineOutVanFest starts today! Have you made reservations yet? #dovf #vancouver #yvreats https://t.co/YpjjI5uRHl,822538789662892032
FabFrugalVan,"Preview of @kayamalay   fragrant curry dishes - 3 courses for $30 during @DineOutVanFest  
https://t.co/ktLIawCzi9",822538039209717761
ListelVancouver,".@forageVancouver's Neufchatel cheese puff returns tonight for @DineOutVanFest, until Feb 5. Reservations:… https://t.co/xDNLw58RkT",822537720568365059
vanfoodies,.@DineOutVanFest starts today and we previewed @TheBlackbirdBar $20 menu. Great deal for the money! Where are you g… https://t.co/vXlK3Gf0SO,822537252337287170
AbbyHumanist,The latest Langley Every Day! https://t.co/1qdaOmjbxE Thanks to @LangleyAdvance #dineoutvancouver,822536641231327234
jess_emma,".@DineOutVanFest starts today! If you're late to the reservation game, check out my top 10 date-night spots #DOVF… https://t.co/Yfmps6KCkj",822536461627039746
seanorr,That the Trump inauguration falls on the same day that @DineOutVanFest starts surely is no accident. #2017isalreadyworse,822535111400886274
vanfoodster,"We talked @DineOutVanFest Brunch Crawls and Art, Eat &amp; Sip events @jonmccomb980 show @CKNW LISTEN https://t.co/Xdq5qHBAtX",822532444377247745
BelgardKitchen,"Visit us on @offtheatentrack's ""Discover Railtown Culinary Tour"" during @DineOutVanFest. Thanks @MyVancouver! https://t.co/6KLgmjbyFp",822531707664551936
TicketsTonight,ICYMI: A @DineOutVanFest event at @BigRockBrewery tmr w/ the exclusively brewed Dine Out Van Fest Ale. Book now!… https://t.co/3YqlbfOwzB,822530391672242176
UWLM,From start to finish! @DineOutVanFest Chef Soup Experiment looks amazing. TODAY at 12:30 @picachef Granville Island… https://t.co/nbfwsTbJ0F,822527796509446145
foodgressing,How about a unique @DineOutVanFest experience?  Check out @vanaqua @ocean_wise pop-up dinner… https://t.co/EwEJMZu8vn,822527653492170752
DubhLinnGateVan,"Today is the day! #DineOutVancouver is underway! We've got some great deals and treats just for the occasion, come… https://t.co/mCg3vgEgBW",822526849595174913
DineOutVanFest,Here are 5 places where families can comfortably enjoy the @DineOutVanFest experience with kids in tow:… https://t.co/ozSG8CAb8o,822526725481439232
MyVancouver,Here are 5 places where families can comfortably enjoy the @DineOutVanFest experience with kids in tow:… https://t.co/OrABaHDZsI,822526723619229697
TicketsTonight,It's soup season... don't miss out on this today at 12:30pm! By donation to support a great initiative! 💖… https://t.co/J8i7TYDlpf,822521582824394752
thecascaderoom,"Looking good, @AlienchefTim.  You are up so early. Happy @DineOutVanFest everyone. Thanks for sharing @serena4pr https://t.co/SVUlwkiYRf",822521576134299649
AngusPraught,Dine Out Vancouver Festival 2017 kicks off today:  https://t.co/lyjB3iCHvl @DineOutVanFest https://t.co/nzN1VeKH3O,822516469418192896
GayCanada,Dine Out Vancouver Festival 2017 kicks off today:  https://t.co/kh7cr9gM6H @DineOutVanFest https://t.co/goWYPNgNYG,822516331824066561
Gayvan,Dine Out Vancouver Festival 2017 kicks off today:  https://t.co/TrkSXe3AXK @DineOutVanFest https://t.co/9b7ZHXEzvw,822516144405762048
HomerStCafeBar,#FreshSheet @DineOutVanFest https://t.co/mgdGpwLIoK,822512932281982976
TableauBistro,"We're excited to be a part of @DineOutVanFest this year, beginning today. Our thanks to @bcliving for featuring us! https://t.co/PNyPkl18MI",822512823934844932
HomerStCafeBar,.@DineOutVanFest starts today! Thanks to @bcliving for the feature. 🍽 https://t.co/FUYB1pnIMN,822512414692241409
foodburnaby,Join us for @DineOutVanFest - Riverway Clubhouse &amp; Burnaby Mountain Clubhouse are offering exclusive menus from now… https://t.co/tZxJ4zmqvs,822511826340560898
ldeandymentcake,@diva_met  has a night for 2 up for grabs to celebrate @dineoutvanfest. Check their profile for… https://t.co/N3OzL78oHT,822511542994227201
hurricanegrill,"#dineoutvancouver starts today check out our incredible 3 course menu for $20 
https://t.co/QkBUScgunL https://t.co/CAZOESBaaW",822510978721988608
gastown,"Dine Out Vancouver:The Gastown 6
https://t.co/09pJLlsaHp
#gastown #dineoutvancouver #dailyhivevan #viawesome… https://t.co/TWgQLU7qmN",822508578393104384
RobsonStreet,@DineOutVanFest begins today! See our participating restaurants https://t.co/5nUZrJ581E https://t.co/w5PvHOJaCg,822505275219320832
BigRockUrbanYVR,It's finally HERE! @DineOutVanFest starts today and WE ARE PUMPED come try our amazing menu &amp; brews reserve now… https://t.co/OE3XWmPJZi,822504445288337409
glancepay,Today’s to the day that @DineOutVanFest starts! Where have you made a reservation?,822503638845231104
foodburnaby,Tonight is the first night of @DineOutVanFest &amp; we couldn't be more excited!!! https://t.co/IJXH169nmz,822503311563575297
serena4pr,@TVANMedia's awesome team at the Chefs Soup Experiment at PICA this morn to launch @DineOutVanFest #dovf https://t.co/jqjjPrEySn,822499461477732352
missxty13,Download our app to win free dinner at  #dineoutvancouver restaurants!#freedinner      YP Dine.                      https://t.co/Yteqe9Nptu,822498818985820160
serena4pr,@MyVancouver's Lucas Pavan and @thecascaderoom's Chef Tim at the Chefs Soup Experiment kick-off for @DineOutVanFest… https://t.co/QIRMaJLWFq,822498103894753280
TheGrowlerBC,"A beer lover's guide to @DineOutVanFest: https://t.co/JjAN5Q4FrY
It starts today! #craftbeer #vancouver https://t.co/okOWkHThH2",822496591613489153
BigRockBrewery,We've still got tickets available for our @DineOutVanFest Winter Beer Hall &amp; Brewmaster's Breakfast! Get them here:… https://t.co/OXbU6jFUpQ,822496587679047680
AlistairYoung,The latest Langley Real Estate Daily News! https://t.co/LuYtHxl0Uk #dineoutvancouver #explorebc,822496534159826946
TicketsTonight,"Head down to @picachef at 12:30pm today and support @UWLM's ""Stop the Growl"" initiative! #DOVF @DineOutVanFest… https://t.co/ExQWmeXP4D",822496417394540544
VanBreweryTours,"@dineoutvanfest starts today! Just a few seats left for tonight, Jan 26, 27, Feb 2, 3. The… https://t.co/TCU0fo88nz https://t.co/VtsAs7A6we",822491024245358592
TheGuiltyCode,Un recorrido por la @picachef una de las principales escuelas culinarias en @MyVancouver una extraordinaria visita… https://t.co/IDEXplkl4W,822490693293613062
smallflowercafe,The 15th season of @DineOutVanFest  starts TODAY! Who's in?! https://t.co/sI1CkROMkr @georgiastraight #Vancouver… https://t.co/kWvxUOOohJ,822489578841997313
BigRockUrbanYVR,Don't miss @marinalagace &amp; the Specks tomorrow for our 2nd Annual Winter Beer Hall w/ @DineOutVanFest… https://t.co/lPrdsep0z6,822486466290917380
BitsofBee,My latest post for @MyVancouver - @DineOutVanFest spots fit for families! #YVRFoodies https://t.co/sM5j1ot4Zv,822486189106077696
FabFrugalVan,Its @GyozaBarVan &amp; @ProvenceMarina for @DineOutVanFest today. #WhereAreMyElasticPants #DOVF,822485860834635776
vanfoodster,"Join us in 8 days for our East Village @DineOutVanFest Brunch Crawl January 28, details at https://t.co/6ildzHM01P… https://t.co/SsT6LOkwqt",822484901135945728
megzzz,Today's the day! First day of @DineOutVanFest - get your tickets to Chef @NedBell's @ocean_wise popup @vanaqua… https://t.co/k9W5kiWF1N,822484864112857088
CocinaDelirante,"Nos encontramos en la inauguración de la 15a. edición del @DineOutVanFest en @MyVancouver, les estaremos compartien… https://t.co/FH7vYUuOTl",822483105554567169
wildtalevan,Fun morn with Chefs Andrew and Erik and @picachef's Christine Beard at the @DineOutVanFest Chefs Soup Experiment! https://t.co/MvqbAIcHn4,822480990014611456
DineOutVanFest,@DineOutVanFest kicks off today! Here are 5 Family-Friendly ‘Dine Out’ Destinations: https://t.co/Cn7JG4o39E| cc:… https://t.co/3UlmcrFPd4,822479842260164608
MyVancouver,@DineOutVanFest kicks off today! Here are 5 Family-Friendly ‘Dine Out’ Destinations: https://t.co/42IvuaYxPC| cc:… https://t.co/XW07cq6oNk,822479841651998720
JoeFortesVan,"Too many chefs in the kitchen? Never! What a good looking group of talented chefs! @DineOutVanFest, here we go! https://t.co/5qjahediav",822479278046445569
CBCMargaretG,Who says too many cooks spoil broth? Chefs w/ingrd 4 @DineOutVanFest #ChefSoupExperiment @picachef @CBCEarlyEdition https://t.co/kHzAplAnJH,822478120494084096
OrganicOcean,Lish!!!😍Pribilof Islands Bairdi Crab! Find it on gregorymccallum 's @dineoutvanfest menu… https://t.co/GU5afCU5nm,822478020892131328
AbbyHumanist,The latest Langley Every Day! https://t.co/1qdaOm1A94 #langley #dineoutvancouver,822476059316604929
Bittered_Sling,"Good'day #Vancouver! @picachef for @DineOutVanFest #ChefsSoup experiment w/ @UnitedWay, contributing… https://t.co/Rw4n0gssW5",822475845759430656
CBCMargaretG,Makings of 1ofkind soup for @DineOutVanFest kickoff! Donations for #ChefSoupExperiment @UWLM #StopTheGrowl campaign https://t.co/15gedDBhEh,822474308265988096
UWLM,Help kids thrive by joining us for the Chef Soup Experiment TODAY on Granville Island. @DineOutVanFest Details:… https://t.co/YeonYq8aiN,822474240305852416
OrganicOcean,@OrganicOcean with a beauty of a Keta!! Find it  on chefwhittaker 's @dineoutvanfest menu!… https://t.co/yDjzxb7Sgd,822473716902854656
indulgewithmimi,Some special dishes @housespecialvan created for the $40 @DineOutVanFest dinner menu. Gluten free &amp;Vegetarian optio… https://t.co/Muq9WzuU5l,822471845278412800
JoeFortesVan,We are here @dineoutvanfest Media Kick-Off this morning! Looking forward to seeing everyone in the next two weeks!… https://t.co/aO7oPvUeEC,822467821632294913
LaurenMote,A nice early morning rise for @DineOutVanFest #ChefsSoup experiment @picachef - with @FSVancouver @chefjonathanc - or ingredient? BITTERS!,822465378370482177
HomesinLangley,The Rosemary Report is out! https://t.co/O1P24EKopj Stories via @LangleyEvents @TourismLangley #dineoutvancouver #explorebc,822461455865905153
FabFrugalVan,". @DineOutVanFest  Preview @ChichaVancouver   - Tapas so good you won't want to share
https://t.co/NxDp21EmMb",822457476654202880
seashepherd_uk,"@ediblecanada @DineOutVanFest SSUK is appalled to hear you serve seal on your menu, we thought Vancouver was beyond… https://t.co/GijVYKF6ls",822359269672685568
nedbell,@DineOutVanFest @VanFoodTour exciting!,822335902110203904
chefangusan,Black sticky rice for Dine Out Vancouver dessert. DOV starts tomorrow! #dineoutvancouver… https://t.co/vWAbUaMbZn,822322206847823872
Michellenewsy,With Dine out Vancouver #dineoutvancouver starting tomorrow what a great way to discover some of… https://t.co/pjQ5w96d5D,822306588497100800
DarrenDickey,The latest The Dickey Daily! https://t.co/IgK3xl974M Thanks to @hleeliu @place_canada @DineOutVanFest #vancouver #yvr,822303691403304960
VanBreweryTours,#HopOn our @dineoutvanfest Craft Beer and Taco tour. Visit @bigrockurbanyvr @strathconabeer @tacofinovan https://t.co/gQy1PiflGB,822278762163269633
FabFrugalVan,Boulevard Kitchen Exclusive Wine Events this Feb for @DineOutVanFest  &amp; @VanWineFest   https://t.co/BVxXFZT78o,822278759462080512
yvreats,Don't forget that @dineoutvanfest starts tomorrow!  @La_Pentola is one of the participating… https://t.co/pNLP0CDmt0,822278370679345153
candymaptones,"good work @DineOutVanFest &amp; @EdibleCanada , you got the fur industry rallying around your unpalatable seal meat off… https://t.co/3IdVbHPSnZ",822276661424984064
DunnsFamousBC,Let's enjoy how this single expression conveys its essence more effectively than a description could #OnlyatDunns.… https://t.co/Hwtrhq1O8K,822269704718815233
FabFrugalVan,The $30 @Dineoutvanfest   menu @kayamalay is great for people who love curry without being overwhelmed with heat… https://t.co/qS7z5mIeyX,822269514863652864
DubhLinnGateVan,"Wrap yourself in something tasty for #DineOutVancouver $20 - soup or salad, wrap or veg burger, pot of chocolate or… https://t.co/OYhuY84Rto",822266227217330176
bitesofvancity,Pasta makes me happy 🍝🤗🤗🤗 @La_Pentola for @dineoutvanfest I especially liked their squid ink… https://t.co/vqt8Jcd4TV,822258970672906240
westoakvan,#DOVF kicks off tomorrow!  https://t.co/G2kbZRUReu @DineOutVanFest https://t.co/7SFBYLdmQm,822256285722836993
NightingaleRest,"There are just a few seatings left for this unique chef's table dining experience hosted through @DineOutVanFest!

https://t.co/nteFVz6TrI",822247277141995520
FreshTAP,"@RoyalDinette is taking part in @DineOutVanFest which starts tomorrow, book your resos now! #WineOnTap #DOVF https://t.co/btxt1LvsiN",822246455653986304
ici_cb,Un restaurateur polarise les gastronomes en offrant de la viande de phoque sur son menu pour @DineOutVanFest jusqu'… https://t.co/9jDLzgSas4,822245785408507904
LeslieRossiALWC,Can't wait for 2017 @DineOutVanFest 🍽 Check out Ariane's preview of #DOVF #Vancouver https://t.co/XMMENNWgDL,822244190683705344
FabFrugalVan,"Preview of @kayamalay  fragrant curry dishes - 3 courses for $30 during @DineOutVanFest 
https://t.co/ktLIawCzi9",822243557683720192
Vancouverscape,2017 Vancouver @DineOutVanFest Preview: Exploring Railtown’s culinary hot spots: https://t.co/PfSSalvRhW #vancouver… https://t.co/L9qCfACewg,822241063071055872
HaroldsBistro,Tomorrow is the start of @DineOutVanFest and we're ready! https://t.co/pPA952iHgG,822240078315388928
CAVUKitchenBar,Join us starting tomorrow for @DineOutVanFest We're totally stoked &amp; ready to hit the ground running! #DOVF https://t.co/ncgIu36YZ1,822238927327137792
lucylau,Our @DineOutVanFest guide is now live: https://t.co/Woc63T0D6I The fete kicks off tmr w event benefiting @UWLM #DOVF https://t.co/JZnTZLCNL8,822235967222206464
Sunset_Inn,Enjoy @DineOutVanFest Here is the picks from #Westend #Vancouver https://t.co/ymJMdmeEwp,822233946964496384
FabFrugalVan,. @blvdyvr   Wine Events this Feb for @DineOutVanFest &amp; @VanWineFest https://t.co/BVxXFZT78o,822233496961880064
ColleyComms,55 things to do in Vancouver tomorrow - @nedbell's pop-up for @dineoutvanfest is on the list! https://t.co/iFswPRuIe3 via @georgiastraight,822231962928566272
liftbarandgrill,"🔸#dineoutvancouver kicks off tomorrow🍻!  For the best views in town click the ""call now"" link in our profile,... https://t.co/cXcoOqea3X",822231930146066433
liftbarandgrill,"🔸#dineoutvancouver kicks off tomorrow🍻!  For the best views in town click the ""call now"" link in… https://t.co/vmPOtP6xRc",822231920104837120
harrietglynn,@AmyBeeman @DineOutVanFest @vancouver_mom So many! #noms #dineout 🙌🏼,822231003729039360
switcanada,"#SWITCanada #Dineout #DineoutVancouver #다인아웃밴쿠버 
#다인아웃추천레스토랑 #밴쿠버맛집 #BLACKBLUE #KOBE
#TheKEG #추천레스토랑 https://t.co/hgQI55ZOoI",822230987342053376
AmyBeeman,So many great options!!!!! @DineOutVanFest https://t.co/8KtSmwEy3w,822228860099903489
thisispopulist,Beautiful dishes at @housespecialvan for @DineOutVanFest #SneakPeek https://t.co/1FHc2ztmfh,822228499914051585
TheGuiltyCode,Más de nuestro primer día en el festival #DineOutVancouver con @MyVancouver en #GranvilleIsland y @EdibleCanada… https://t.co/VWGU3ScHtl,822223450211135488
Raquel_Pastel,¡Llegamos a Vancouver! Listos para @DineOutVanFest 🍷🇨🇦 https://t.co/TxnBxIDxLk,822218860845637632
BigRockUrbanYVR,Our @DineOutVanFest events R this weekend &amp; we R very excited 2 B teaming up w/ local breweries &amp; musicians!… https://t.co/duqbVbd2A1,822217367514136576
candymaptones,"@EdibleCanada and @DineOutVanFest 's seal menu offerings are out of touch with kindness, intelligence and progressive food strategies.",822213650056253440
JoeFortesVan,. @chefwaynesych was on @ctvvancouver showcasing our @DineOutVanFest menu. Don't forget to make your reservations b… https://t.co/zjihgynBCt,822210540688658432
SoberGirlsDD,Head to @ChichaVancouver during @DineOutVanFest for some good eats &amp; good time with friends/make sure you have a sa… https://t.co/TTIhI3bosS,822205519225991168
foodburnaby,It's every foodie's favourite time of the year... @DineOutVanFest  is tomorrow! Have you made a reservation at the… https://t.co/SAbcwHwbvr,822202387066667008
UWLM,Grab some soup and help stop the growl for kids at the Chef Soup Experiment Jan 20. @DineOutVanFest Learn More:… https://t.co/nVClyRSUFo,822202104689389569
vanhappenings,NEW POST: 55 things to do in #Vancouver tomorrow https://t.co/tcIxmIdZY1 @RioTheatre @DineOutVanFest @PuShFestival… https://t.co/h8rSEFcAdH,822202093654175749
Miss604,Starting Monday // Street Food City at Dine Out Vancouver https://t.co/BlCMsQBz1e #streetfoodcity @DineOutVanFest #DOVF,822198266704121858
FabFrugalVan,"Street Food City Returns to @DineOutVanFest  January 23 - 29
https://t.co/u6IslTEFEm",822195734300729345
OdysseyMG,Street Food City in the Dine Out Vancouver Festival January 23 -29 https://t.co/BKfN43wZpV @DineOutVanFest @myvancouver,822194262347395072
VisitaVancouver,¿Quieres saborear las mejores experiencias gastronómicas de #Vancouver?Encuéntralas todas en https://t.co/QkQYD4eRSv #foodie @DineOutVanFest,822191142850596868
elgourmetmexico,¡Hola desde Vancouver! Toda la semana estaremos en @DineOutVanFest 🇨🇦🍽 https://t.co/ajnWwG4KDc,822184949478326273
JoeFortesVan,"Promoting @DineOutVanFest on @CTVVancouver - festival starts tomorrow! We still have spots available, make your res… https://t.co/smWXQsIKJ6",822182842729787392
vancitydrinks,@BenThaBartender had a #sneakpeek @TimberVancouver #DineOutMenu check out the details! @DineOutVanFest #Vancouver -… https://t.co/HRg8elzvwL,822179961633021952
granvillebeer,"We're stoked to be participating in the @vanfoodster Art, Eat &amp; Sip event with @DineOutVanFest on Jan 25! Join us:… https://t.co/JuiuZrcEJy",822179567708340224
vanaqua,"Taste something fresh, new &amp; sustainable for @DineOutVanFest this yr! Come try #vanaqua's pop-up bistro by @nedbell… https://t.co/UI2vepTTrr",822179567003664384
JoeFortesVan,Behind the scene @CTVVancouver - @chefwaynesych will be preparing one of our appetizers for @DineOutVanFest with… https://t.co/33eTaggPDX,822175618728984576
TheBurrard,The @DineOutVanFest starts tomorrow! Much more than just great value menus - check out amazing culinary events too! https://t.co/REB69B5zCG,822172223272288256
pidginvancouver,"chawanmushi, monkfish liver, mushrooms, celtuce / #dovf 2017, jan 20 - feb 5 / @DineOutVanFest menu:… https://t.co/xfVYlkxVg5",822172106687479816
TourismLangley,#DineOutVancouver in #LangleyBC at: https://t.co/TtOKVxe9oR Jan 20-Feb 5 2017 #langleyfresh #thefraservalley… https://t.co/DY10VBiWPq,822168745036681216
JenniWafer,"@cbcnewsbc @DineOutVanFest If I lived in the city, hell yes I would.",822165866926129152
VanGlutton,"Get set for Art, Eat &amp; Sip @GranvilleIsland @vanfoodster @DineOutVanFest https://t.co/TGG9aJ8w0M #dovf #arteatsipyvr https://t.co/QoI0fEKf4F",822159203087171585
jlchung,Preview of @kayamalay @DineOutVanFest #dovf #vancouver #foodblogger https://t.co/eHBMxj4KSo,822154215107739649
HelloVancity,Preview of @kayamalay @DineOutVanFest #dovf #vancouver #foodblogger https://t.co/IvhL7HDb8R,822154215053213697
FedericosClub,"@DineOutVanFest starts tomorrow! Join us @FedericosClub with food, wine &amp; full evening of music &amp; dancing #yvr… https://t.co/j0WUudjPTd",822151617977819136
WestenderVan,Thursday morning with our #WestenderVan. On the cover: the gorgeous @LaurenMote sharing her picks for… https://t.co/skZJak1Max,822149721615724546
DragonTruck,"Plan your lunch schedule for next week, now!
 #StreetFoodCity = @DineOutVanFest + #foodtrucks! 
Jan 23-29 
cc… https://t.co/siAh2OQWmg",822144569085136897
VijsRailway,"Plan your lunch schedule for next week, now!
 #StreetFoodCity = @DineOutVanFest + #foodtrucks! 
Jan 23-29 
cc… https://t.co/t7xddOYtQv",822144568313397248
OrganicOcean,Looking for WILD times @dineoutvanfest ? Find our WILD @westrestaurant @theoakwoodkits @nedbell… https://t.co/41v0qrBDvP,822144128326762497
vanfoodster,NEW Post: Street Food City in the Dine Out Vancouver Festival January 23 -29 https://t.co/TncJDdeJ7b… https://t.co/ZkXmFxK2oo,822140414023110657
vancouver_mom,Yes you can! You can go to @DineOutVanFest with the kids! @AmyBeeman tells how and where. https://t.co/wZwD5ERWWl… https://t.co/UWfB6b1BHf,822137855334109189
stephenwebster,Come all and come many to the Dine Out soup experiment tomorrow! Thank you to our friends @DineOutVanFest https://t.co/shGU6m6wMM,822131213175398400
EatDrinkVijs,Dine Out Vancouver starts tomorrow &amp; we are part of it! @DineOutVanFest #DOVF https://t.co/Y6m4ailnvz @WestenderVan,822131145047277569
FabFrugalVan,"Gewurtztraminer, Pinot Gris &amp; Cab Merlot pairing @evolvecellars for @kayamalay @Dineoutvanfest menu #dovf https://t.co/FSedXlW6Wz",822125633606021120
jennchanphoto,Pan Seared Salmon on the Trattoria @Glowbal_Group @DineOutVanFest dinner menu #gastropostvan #mydineoutstory #dovf… https://t.co/nP6VUWGzqx,822124533197008896
inaervin,.@DineOutVanFest starts Jan 20; come see all the flavours #NorthVan has to offer &amp; be sure to book a showing &gt; https://t.co/fd1NrzrE6K,822123014368137216
FabFrugalVan,Light Pandan cream cheese panna cotta - a sure crowd pleaser @kayamalay at @DineOutVanFest preview #DOVF https://t.co/It6pwZ2GjG,822122862433579008
FabFrugalVan,Berry &amp; plum sugar Crepe with gorgeous coconut stuffing @kayamalay at @DineOutVanFest #Dovf https://t.co/LenN9hhadS,822122042044465152
FabFrugalVan,"Singapore Crispy Chicken with Roti Canai Prawn Crackers, coldslaw, sweet chili sauce @kayamalay for @DineOutVanFest… https://t.co/fvTjZnmiKP",822121063790223361
FabFrugalVan,"Roasted side ribs on jasmine rice cauliflower, Kaya-style green curry @kayamalay at @DineOutVanFest preview #DOVF s… https://t.co/TnGmUSl1VP",822120443477794816
BestofEat,Make a reservation @DineOutVanFest Best of $30 via  @VIAwesome https://t.co/3IDXoyiOfJ  @maenam @The_Teahouse… https://t.co/pIWVpxYNB0,822120239592636416
FabFrugalVan,"Wok-fried prawns &amp; scallops with turmeric rice bell peppers, tangy-spicy mango sauce @kayamalay at @DineOutVanFest… https://t.co/MgFotoXHaD",822119712364457984
jlchung,. @wildtalevan @DineOutVanFest : 4 Cheese Baked Wild Mushroom Gnocchi #dovf @iyaletown @MyVancouver #foodblogger https://t.co/rntd6k0VAi,822119482210586625
HelloVancity,. @wildtalevan @DineOutVanFest : 4 Cheese Baked Wild Mushroom Gnocchi #dovf @iyaletown @MyVancouver #foodblogger https://t.co/aSQEkQf4wk,822119481728270337
FabFrugalVan,Winter Squash &amp; Apple Curry Bisque South East Asian soup infused w Malaysia herbs &amp; spices @kayamalay at… https://t.co/Dk9jYy49vA,822118738791055360
FabFrugalVan,"Yusheng Salmon &amp; Kale Toss poached salmon, shredded jellyfish, crunchy flakes @kayamalay at @DineOutVanFest preview… https://t.co/3A1tHVbtYY",822116847810056192
FabFrugalVan,"Tofu Goreng lightly-fried tofu, bean sprouts, cucumber, S.E. Asian dressing @kayamalay preview of @DineOutVanFest https://t.co/2i7HBcoi2I",822116264243916800
FrenchGourmands,Plus que qqes heures! Prenez vos billets (prix @DineOutVanFest si vous êtes chanceux) pr demain!!… https://t.co/iNWQt3I3c6,822113108697059328
BigRockUrbanYVR,"We're kicking off @DineOutVanFest  w/ our 2nd annual Brewmaster's Breakfast  -brunch buffet, delicious brews &amp; music https://t.co/MtucfQ4zYF",822112742068940800
OrcaSOS,"Please sign✎ @EdibleCanada take #seal meat off the menu at the upcoming @DineOutVanFest #Vancouver
Jan 20—Feb 5 201… https://t.co/4qFVwX0Zvq",822110886982799363
DolphinsSOS,"Petition ↪ @EdibleCanada take #seal meat off the menu at the upcoming @DineOutVanFest
Jan 20—Feb 5, 2017… https://t.co/bElMlXFpGZ",822108011632193537
OrcaSOS,"Petition ↪ @EdibleCanada take #seal meat off the menu at the upcoming @DineOutVanFest
Jan 20—Feb 5, 2017… https://t.co/Tl2GVaymF3",822108011300786176
FabFrugalVan,Just a teaser from our @kayamalay menu @DineOutVanFest - Roti served with hot &amp; mild sauces https://t.co/lFm4BlGZjM,822101572716883968
oceanCRIES,"@cbcnewsbc @EdibleCanada @DineOutVanFest 
Boo!!!
#Canada #seals #shame #vancouver #vanpoli
https://t.co/6wTQ7UcNUJ",822096176883306497
discoveryparent,Dine Out Vancouver with @FlatBreadCo and @OTFHairDesign #dineoutvancouver #foodie https://t.co/K28W8UEatC https://t.co/PpkTiTlW9b,822079442348634112
SeaChoice,Check out what delicious #Sustainable #seafood @nedbell is cooking up @DineOutVanFest https://t.co/9fBKopF5g9,822078136502353921
HaroldsBistro,Two more sleeps until @DineOutVanFest ! Book now thru Feb 5  https://t.co/fCFfR6PsEe #DOVF #Richmondeats https://t.co/oJZy3ic2lH,821972640885657600
HelloVancity,Thanks for the wonderful @DineOutVanFest dinner @kayamalay https://t.co/6zh4eLQZ8Z,821969731385069569
stephwants,"Lots of delicious eats coming your way for @DineOutVanFest 🍴— happening Jan 20th to Feb 5th, book NOW 💯✨ https://t.co/nLfztWlroY",821964450001391616
mag_mei,Checking out the $20 #dineoutvancouver menu  early from @TheBlackbirdBar. So much good #food for… https://t.co/SfbuvRzFkz,821956461945389056
myvancity,Seriously it just got better @kayamalay #dovf @DineOutVanFest https://t.co/xIAkPjhU7K,821956245036728320
JoeFortesVan,Tune in @ctvvancouver at 12:35PM tomorrow for a sneak peek - @chefwaynesych will be showcasing one of our appetizer… https://t.co/VUy0WiQXGD,821951348774031360
GranvilleRoom,We're so excited to welcome @DineOutVanFest guests soon! Check out our $20 and BOOK NOW 🍴 #DOVF… https://t.co/OGab2L4eYW,821950187249668096
LammieLoves,One of the mains @annalenayvr for @dineoutvanfest. The extra $ for wagyu flank steak is worth it.👌🏼Great service!… https://t.co/tMTvYxFY19,821949762035298305
vanaqua,Chef @nedbell is going all out for @DineOutVanFest! Don’t miss out. Come try it all at #vanaqua pop-up bistro:… https://t.co/kyynaZdIDe,821949126191546369
HelloVancity,Preview of @kayamalay @DineOutVanFest @goodlifevan #dovf https://t.co/IvhL7HDb8R,821947854314844160
PongGraveDigger,@cbcnewsbc @DineOutVanFest How do you think the rest of your meat you eat at any other restaurant shows up on your plate. No different.,821939335972802560
nickseashepherd,@cbcnewsbc @DineOutVanFest If bashing &amp; caving in baby seal heads with clubs isnt cruel then i dont know what cruel is,821937768615919616
JesheBurch,"@cbcnewsbc @DineOutVanFest disgusting and shameful all on the same plate, simply revolting",821933703970496516
GrilleYVR,@remilajoie @DineOutVanFest Thank you! Yes we do have good  #teamspirit 😊,821933255662256128
FabFrugalVan,". @DineOutVanFest  Preview @ChichaVancouver   - Tapas so good you won't want to share
https://t.co/NxDp21EmMb",821928964113494016
myvancity,Enjoying a wonderful #dovf preview @kayamalay @DineOutVanFest $30 three course menu. Here's what we've tried so far https://t.co/ZgxjLCBJPR,821921050325762048
